contact_name,device_name,rssi,location,duration,date,contact
Galaxy S20 FE de Marie,SM-G991B,0,"- , -",1:51 min,2022-05-09 09:59:00,[B@abffca3
Nokia 7.2,SM-G780F,0,"55.72, 13.22",41 sec,2022-05-03 05:43:00,[B@ac0275
Nokia 7.2,SM-G780F,0,"55.72, 13.21",26 sec,2022-05-09 09:37:00,[B@ac938e9
SM-G991BSP1A.210812.016,G8341,-62,"55.72, 13.22",23 sec,2022-05-12 10:29:00,[B@ad11c33
Galaxy S20 FE de Marie,SM-G991B,0,"- , -",4:22 min,2022-05-09 09:21:00,[B@ae55a3f
A's M31,SM-G991B,0,"55.72, 13.22",6:47 min,2022-05-09 08:55:00,[B@afb1253
SM-G991B,SM-G780F,0,"55.72, 13.21",10:28 min,2022-05-09 09:34:00,[B@afc3ba2
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",13 sec,2022-05-10 12:08:00,[B@b06c31
G8341,SM-G780F,0,"- , -",17 sec,2022-05-09 01:16:00,[B@b11c543
SM-G780FSP1A.210812.016,SM-A700H,-91,"55.72, 13.22",13 sec,2022-05-10 05:24:00,[B@b1710e9
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",2:09 min,2022-05-10 09:29:00,[B@b1985e8
Nokia 7.2,SM-G991B,0,"- , -",13 sec,2022-05-09 03:33:00,[B@b1a7e96
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",1:07 min,2022-05-10 11:12:00,[B@b1d16ed
SM-G991BSP1A.210812.016,Lenovo TB-X505F,0,"- , -",3:56 min,2022-05-11 03:29:00,[B@b1d5588
Galaxy S20 FE de Marie,SM-G991B,0,"- , -",13 sec,2022-05-09 11:56:00,[B@b1e422
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.21",15:05 min,2022-05-09 09:06:00,[B@b2d3a7b
Galaxy S20 FE de Marie,SM-G991B,0,"- , -",7:20 min,2022-05-09 11:22:00,[B@b2e8cc8
Nokia 7.2,SM-G780F,0,"55.72, 13.21",1:22 min,2022-05-09 10:05:00,[B@b3127f
Nokia 7.2RKQ1.210607.001,SM-G780F,-91,"- , -",13 sec,2022-05-12 10:57:00,[B@b317b5b
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.21",54:45 min,2022-05-09 11:15:00,[B@b371e4d
G8341,SM-G991B,-89,"55.72, 13.22",13 sec,2022-05-09 09:34:00,[B@b3b2fc6
Lenovo TB-X505F,G8341,-64,"55.71, 13.23",1:01 min,2022-05-11 05:31:00,[B@b4125b
LIO-AL00HUAWEILIO-AL00,SM-G780F,-95,"- , -",14 sec,2022-05-10 12:06:00,[B@b44de2a
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",5:21 min,2022-05-10 11:17:00,[B@b53561e
Lenovo TB-X505F,SM-G991B,0,"- , -",26 sec,2022-05-12 07:24:00,[B@b57f13e
Nokia 7.2RKQ1.210607.001,G8341,-92,"55.72, 13.22",25 sec,2022-05-12 10:29:00,[B@b597a2
G834147.2.A.11.228,SM-G991B,0,"- , -",15 sec,2022-05-09 08:03:00,[B@b5e4ba8
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",53 sec,2022-05-10 11:54:00,[B@b635c90
Nokia 7.2,SM-G780F,-66,"55.72, 13.21",32 sec,2022-05-09 09:36:00,[B@b64f87a
SM-G780FSP1A.210812.016,G8341,-82,"55.72, 13.22",48 sec,2022-05-12 04:01:00,[B@b66239f
G834147.2.A.11.228,SM-G991B,-48,"55.72, 13.21",19 sec,2022-05-12 10:26:00,[B@b688194
Galaxy S20 FE de Marie,SM-G991B,0,"55.71, 13.23",18 sec,2022-05-09 10:06:00,[B@b6a3d42
Lenovo TB-X505F,SM-G780F,-36,"55.72, 13.22",24 sec,2022-05-10 02:27:00,[B@b6a442c
SM-A515F,SM-G780F,0,"55.72, 13.21",25 sec,2022-05-09 09:36:00,[B@b6aa796
SM-G991BSP1A.210812.016,Lenovo TB-X505F,0,"- , -",4:22 min,2022-05-11 09:21:00,[B@b74b969
SM-G780F,SM-G991B,0,"55.72, 13.21",1:38 min,2022-05-09 01:08:00,[B@b81fdd
Lenovo TB-X505F,G8341,-75,"55.71, 13.23",55 sec,2022-05-11 11:01:00,[B@b85da42
SM-G780F,SM-G991B,0,"- , -",1:51 min,2022-05-09 11:59:00,[B@b8d804b
G8341,SM-G780F,-84,"55.72, 13.21",17 sec,2022-05-09 09:58:00,[B@b918717
SM-G991B,Lenovo TB-X505F,-61,"- , -",36 sec,2022-05-09 09:41:00,[B@b9300e2
SM-G991B,SM-G780F,0,"- , -",3:02 min,2022-05-09 03:56:00,[B@b945c3c
SM-G780FSP1A.210812.016,Lenovo TB-X505F,0,"- , -",49:42 min,2022-05-11 09:26:00,[B@b9d143b
Lenovo TB-X505F,SM-A700H,-53,"- , -",13 sec,2022-05-09 04:19:00,[B@b9da51
Nokia 7.2,SM-G780F,0,"- , -",17 sec,2022-05-09 03:34:00,[B@ba14f02
G8341,SM-G780F,0,"55.72, 13.21",1:54 min,2022-05-09 09:37:00,[B@ba35d35
G834147.2.A.11.228,SM-G991B,-85,"55.72, 13.22",25 sec,2022-05-11 01:05:00,[B@ba37d83
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.21",1:19 min,2022-05-09 10:05:00,[B@bab10b4
SM-G991BSP1A.210812.016,SM-G780F,-65,"- , -",13 sec,2022-05-10 11:55:00,[B@bb40f4
SM-G991B,SM-G780F,0,"55.72, 13.21",1:10 min,2022-05-09 09:34:00,[B@bb7c3de
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"55.72, 13.22",41:48 min,2022-05-12 01:23:00,[B@bc56795
SM-G780F,SM-G991B,0,"55.72, 13.22",35 sec,2022-05-09 09:43:00,[B@bc9cd4
SM-G780FSP1A.210812.016,G8341,-93,"55.71, 13.23",2:13 min,2022-05-11 01:08:00,[B@bcbef0b
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.22",4:39 min,2022-05-03 01:34:00,[B@bcc73df
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",3:44 min,2022-05-10 11:44:00,[B@bdd5cd5
SM-G780F,SM-G991B,0,"- , -",3:41 min,2022-05-09 11:59:00,[B@be27767
Lenovo TB-X505F,SM-G991B,0,"55.72, 13.22",1:24:17 hours,2022-05-09 01:27:00,[B@be291a1
SM-G780F,G8341,-88,"55.71, 13.23",1:10 min,2022-05-09 10:02:00,[B@bec4fe9
SM-G780FSP1A.210812.016,G8341,-63,"55.72, 13.22",42 sec,2022-05-12 10:47:00,[B@bee9818
Lenovo TB-X505F,SM-G991B,0,"- , -",3:15 min,2022-05-11 01:28:00,[B@bf1b7a9
SM-G991BSP1A.210812.016,G8341,0,"55.71, 13.23",28 sec,2022-05-10 11:31:00,[B@bf42e8d
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",47 sec,2022-05-10 09:44:00,[B@bf8ccdb
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",6:19 min,2022-05-10 10:56:00,[B@bfeb22f
G834147.2.A.11.228,SM-G780F,-64,"55.72, 13.22",35 sec,2022-05-12 03:05:00,[B@c0383fd
Lenovo TB-X505F,SM-G991B,0,"55.72, 13.21",14 sec,2022-05-12 07:39:00,[B@c0599e8
Lenovo TB-X505F,SM-G780F,0,"- , -",1:28 min,2022-04-27 10:57:00,[B@c0f7e1f
SM-A515F,Lenovo TB-X505F,0,"- , -",11:38 min,2022-05-09 09:27:00,[B@c15170b
SM-G991B,SM-G780F,0,"55.72, 13.21",1:06 min,2022-05-09 09:37:00,[B@c15e12f
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",1:39 min,2022-05-10 11:13:00,[B@c18b56e
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.22",42 sec,2022-05-03 01:31:00,[B@c22a78
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.21",7:49 min,2022-05-09 09:25:00,[B@c251d37
SM-G780F,G8341,0,"55.71, 13.23",38 sec,2022-05-09 11:25:00,[B@c26cde6
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.22",11:17 min,2022-05-10 02:35:00,[B@c29b0d3
G8341,SM-G991B,-49,"55.72, 13.21",49 sec,2022-05-09 01:08:00,[B@c2b254d
SM-G780F,SM-G991B,0,"- , -",13 sec,2022-05-09 12:15:00,[B@c2d2a19
SM-G780F,G8341,0,"55.71, 13.23",1:48 min,2022-05-09 01:10:00,[B@c3106a7
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.22",5:28 min,2022-05-11 10:10:00,[B@c354bcb
SM-A515F,SM-G780F,0,"55.72, 13.21",6:20 min,2022-05-09 09:27:00,[B@c36ac4b
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",10:53 min,2022-05-10 09:51:00,[B@c3b5aa8
SM-G780F,SM-G991B,0,"- , -",6:35 min,2022-05-09 11:29:00,[B@c3d7f35
G834147.2.A.11.228,SM-G780F,0,"- , -",5:43 min,2022-05-11 01:50:00,[B@c3fb6a8
SM-G780FSP1A.210812.016,SM-G991B,0,"- , -",13:27 min,2022-05-11 03:33:00,[B@c40ae58
SM-G991B,SM-G780F,0,"- , -",3:05 min,2022-05-03 01:29:00,[B@c42095c
SM-G780F,SM-G991B,0,"- , -",13 sec,2022-05-09 12:01:00,[B@c4846dd
SM-G991B,SM-G780F,0,"- , -",1:26 min,2022-05-09 01:15:00,[B@c4e95f5
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"55.72, 13.22",23 sec,2022-05-12 03:51:00,[B@c595f31
SM-G780F,SM-G991B,0,"55.72, 13.21",2:28 min,2022-05-09 01:02:00,[B@c59f723
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"55.72, 13.22",0 sec,2022-05-12 03:52:00,[B@c5a7ede
Nokia 7.2,SM-G780F,0,"55.72, 13.22",4:12 min,2022-04-27 06:00:00,[B@c5d3b66
SM-G780FSP1A.210812.016,G8341,-84,"55.71, 13.23",46 sec,2022-05-11 01:53:00,[B@c5dd438
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"- , -",10:58 min,2022-05-12 03:40:00,[B@c6100e0
SM-G780FSP1A.210812.016,Lenovo TB-X505F,-40,"- , -",1:40 min,2022-05-10 02:10:00,[B@c65dded
Lenovo TB-X505F,G8341,-88,"55.71, 13.23",13 sec,2022-05-11 05:26:00,[B@c66bcc6
SM-G991B,SM-A700H,-69,"- , -",2:22 min,2022-05-09 04:07:00,[B@c675f7a
SM-G991BSP1A.210812.016,SM-G780F,-80,"- , -",14 sec,2022-05-10 11:45:00,[B@c6d00c4
SM-G991BSP1A.210812.016,Lenovo TB-X505F,0,"55.72, 13.22",13 sec,2022-05-11 03:55:00,[B@c797e7d
G834147.2.A.11.228,SM-G991B,0,"- , -",1:16:03 hours,2022-05-09 08:31:00,[B@c8664b
SM-A700HMMB29M,LIO-AL00,0,"55.72, 13.22",4:45:40 hours,error,[B@c8723c7
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",1:37 min,2022-05-10 11:32:00,[B@c8e14d7
SM-A515F,SM-G780F,0,"55.72, 13.21",4:55 min,2022-05-09 08:59:00,[B@c90c09c
SM-G780FSP1A.210812.016,Lenovo TB-X505F,0,"- , -",14:15 min,2022-05-12 02:21:00,[B@c997a11
Nokia 7.2,SM-G780F,0,"55.72, 13.21",5:39 min,2022-05-09 01:08:00,[B@c99fafb
SM-G780FSP1A.210812.016,G8341,-83,"55.72, 13.22",27 sec,2022-05-12 03:08:00,[B@ca673e9
Nokia 7.2RKQ1.210607.001,SM-G991B,-65,"- , -",36 sec,2022-05-11 03:58:00,[B@ca7bd23
Nokia 7.2RKQ1.210607.001,G8341,0,"55.71, 13.23",40 sec,2022-05-11 01:58:00,[B@ca94141
SM-G991B,SM-G780F,0,"55.72, 13.21",10:25 min,2022-05-09 09:35:00,[B@cae36d
SM-G991BSP1A.210812.016,SM-A700H,0,"- , -",2:08 min,2022-05-10 12:11:00,[B@cbb89c6
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",3:43 min,2022-05-10 10:52:00,[B@cbb8e0d
SM-G780F,SM-G991B,0,"- , -",45 sec,2022-05-09 11:41:00,[B@cbda818
SM-G991B,SM-G780F,0,"- , -",2:28 min,2022-05-09 01:02:00,[B@cbe53d5
Nokia 7.2RKQ1.210607.001,SM-G991B,-60,"- , -",13 sec,2022-05-11 03:58:00,[B@cc09fd
G834147.2.A.11.228,SM-G991B,0,"55.72, 13.22",13 sec,2022-05-11 11:08:00,[B@cc41783
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"- , -",58 sec,2022-05-12 03:39:00,[B@cc61a06
SM-G780F,SM-G991B,0,"- , -",20 sec,2022-05-09 12:14:00,[B@cc67b55
LIO-AL00HUAWEILIO-AL00,SM-G780F,-95,"- , -",15 sec,2022-05-10 12:07:00,[B@cc6b98a
G834147.2.A.11.228,SM-G991B,0,"- , -",47 sec,2022-05-11 10:52:00,[B@ccaf1dd
SM-G780F,G8341,0,"55.71, 13.23",1:04 min,2022-05-09 02:03:00,[B@ccbba8
Lenovo TB-X505F,G8341,-88,"55.71, 13.23",15 sec,2022-05-11 05:26:00,[B@cce314c
Lenovo TB-X505F,SM-G991B,0,"55.72, 13.21",15:08 min,2022-05-09 01:09:00,[B@cd7c17
SM-G991B,G8341,0,"55.71, 13.23",12:24 min,2022-05-09 03:59:00,[B@cdd3f57
SM-G780FSP1A.210812.016,G8341,0,"55.72, 13.22",18 sec,2022-05-12 10:29:00,[B@cdd5569
SM-G991BSP1A.210812.016,SM-G780F,-61,"- , -",1:12 min,2022-05-10 09:27:00,[B@cdebac4
SM-G780F,G8341,0,"55.71, 13.23",7:49 min,2022-05-09 02:55:00,[B@ce2ce72
SM-G991BSP1A.210812.016,G8341,0,"55.71, 13.23",3:25 min,2022-05-10 10:34:00,[B@ce8397e
Nokia 7.2RKQ1.210607.001,SM-G780F,-91,"55.72, 13.22",1:05 min,2022-05-12 10:53:00,[B@ceacdb6
Lenovo TB-X505F,SM-G780F,0,"- , -",13 sec,2022-05-09 03:53:00,[B@ced69e6
SM-G991B,G8341,0,"55.71, 13.23",55 sec,2022-05-09 05:05:00,[B@cf2ce64
SM-G780FSP1A.210812.016,Lenovo TB-X505F,0,"- , -",11:19 min,2022-05-12 03:06:00,[B@cf5499c
SM-G780FSP1A.210812.016,G8341,-86,"55.72, 13.22",56 sec,2022-05-12 10:14:00,[B@cf76e39
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.21",2:18 min,2022-05-09 10:02:00,[B@cf9bed0
SM-A715F,SM-M315F,0,"- , -",6:14 min,2022-05-09 07:51:00,[B@cfffadd
G834147.2.A.11.228,SM-G991B,-71,"55.72, 13.22",26 sec,2022-05-11 01:07:00,[B@d023229
SM-G991B,G8341,0,"55.71, 13.23",34 sec,2022-05-09 03:34:00,[B@d03d1ff
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",7:10 min,2022-05-10 11:47:00,[B@d06cab7
Lenovo TB-X505F,G8341,-70,"55.71, 13.23",58 sec,2022-05-11 01:10:00,[B@d0c0518
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"- , -",0 sec,2022-05-12 03:40:00,[B@d0ea08d
SM-G991BSP1A.210812.016,SM-G780F,-58,"- , -",1:15 min,2022-05-10 11:15:00,[B@d108d7f
SM-G991BSP1A.210812.016,G8341,0,"55.71, 13.23",20 sec,2022-05-10 10:11:00,[B@d10e754
SM-G991BSP1A.210812.016,Lenovo TB-X505F,0,"55.72, 13.22",13 sec,2022-05-11 03:55:00,[B@d1109b3
SM-G991BSP1A.210812.016,SM-G780F,0,"55.72, 13.22",3:26 min,2022-05-11 03:29:00,[B@d132560
Lenovo TB-X505F,SM-G780F,0,"- , -",10:58 min,2022-05-12 03:40:00,[B@d1cf99
Lenovo TB-X505F,SM-A700H,-76,"- , -",23 sec,2022-05-09 04:15:00,[B@d23cf71
Lenovo TB-X505F,SM-G991B,-41,"55.72, 13.21",1:06 min,2022-05-12 07:30:00,[B@d261770
SM-G991BSP1A.210812.016,G8341,-78,"55.71, 13.23",1:33 min,2022-05-11 09:29:00,[B@d2e3f3d
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"55.72, 13.21",28:02 min,2022-05-09 04:53:00,[B@d3d6f85
Nokia 7.2,G8341,0,"55.71, 13.23",5:19 min,2022-05-09 11:59:00,[B@d426879
SM-G991B,SM-G780F,0,"55.72, 13.21",23 sec,2022-05-09 09:43:00,[B@d4642d1
SM-G991BSP1A.210812.016,SM-G780F,-96,"- , -",1:17 min,2022-05-10 09:24:00,[B@d5501a2
Nokia 7.2RKQ1.210607.001,SM-G991B,-60,"- , -",13 sec,2022-05-11 03:35:00,[B@d5f5381
Nokia 7.2,SM-G780F,0,"55.72, 13.22",2:12 min,2022-04-27 05:56:00,[B@d640187
SM-G991BSP1A.210812.016,SM-G780F,-84,"- , -",14 sec,2022-05-10 11:51:00,[B@d75597
SM-G991BSP1A.210812.016,SM-G780F,0,"- , -",13 sec,2022-05-10 10:29:00,[B@d78d6d2
Nokia 7.2,SM-G991B,0,"- , -",15 sec,2022-05-09 03:34:00,[B@d7cdb38
Nokia 7.2,SM-G780F,0,"55.73, 13.20",6:02 min,2022-05-06 09:53:00,[B@d7fd335
G834147.2.A.11.228,SM-G780F,0,"55.72, 13.22",33 sec,2022-05-12 10:34:00,[B@d8527
Lenovo TB-X505F,SM-G991B,0,"- , -",1:16 min,2022-05-11 01:31:00,[B@d899a6f
SM-G780F,Lenovo TB-X505F,0,"- , -",8:03 min,2022-05-09 09:25:00,[B@d90b296
SM-G991BSP1A.210812.016,SM-G780F,0,"- , -",27 sec,2022-05-10 09:37:00,[B@d96ac20
Nokia 7.2,SM-G991B,0,"55.72, 13.22",25 sec,2022-05-09 03:05:00,[B@d995ef2
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.21",23:22 min,2022-05-09 09:38:00,[B@d99c5c7
Lenovo TB-X505F,SM-G780F,-45,"- , -",22 sec,2022-04-27 11:02:00,[B@d9de037
SM-G991BSP1A.210812.016,G8341,0,"55.71, 13.23",28:56 min,2022-05-10 09:40:00,[B@d9e58eb
SM-G991B,SM-A700H,-14,"- , -",1:50 min,2022-05-09 04:12:00,[B@d9f3883
SM-G991BSP1A.210812.016,G8341,0,"55.71, 13.23",41 sec,2022-05-10 12:01:00,[B@d9f961a
Lenovo TB-X505F,SM-G991B,0,"- , -",10:34 min,2022-05-12 07:11:00,[B@da6c2d0
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"55.72, 13.22",36 sec,2022-05-12 10:51:00,[B@db0377
Lenovo TB-X505F,SM-G991B,-79,"55.72, 13.21",43 sec,2022-05-12 08:00:00,[B@db251a7
SM-G991B,SM-A700H,-54,"- , -",1:58 min,2022-05-09 04:10:00,[B@db3ff6
Lenovo TB-X505F,SM-G991B,-52,"- , -",45 sec,2022-05-11 01:20:00,[B@db546dc
SM-G991B,SM-G780F,0,"55.72, 13.21",12:36 min,2022-05-09 09:35:00,[B@dc25b0a
Nokia 7.2,SM-G780F,0,"55.72, 13.21",13 sec,2022-05-09 09:37:00,[B@dc40a90
SM-G991B,SM-G780F,0,"55.72, 13.22",2:51 min,2022-04-27 10:38:00,[B@dc66ef4
SM-G991BSP1A.210812.016,G8341,0,"55.71, 13.23",29 sec,2022-05-11 11:12:00,[B@dcf5dac
Nokia 7.2RKQ1.210607.001,G8341,0,"55.71, 13.23",20:18 min,2022-05-10 10:12:00,[B@de071d3
SM-G780F,SM-A700H,-96,"- , -",16 sec,2022-05-10 08:43:00,[B@de1bde9
G8341,SM-G991B,0,"- , -",10:1:56 hours,2022-05-09 09:42:00,[B@de30640
Lenovo TB-X505F,SM-G991B,0,"- , -",52 sec,2022-05-11 01:33:00,[B@de7a1d1
SM-G780FSP1A.210812.016,Lenovo TB-X505F,0,"- , -",1:55:45 hours,2022-05-10 10:08:00,[B@de87c00
Nokia 7.2RKQ1.210607.001,SM-G780F,-94,"55.72, 13.22",13 sec,2022-05-12 10:36:00,[B@deb9e89
Nokia 7.2,SM-G780F,-29,"55.72, 13.21",15 sec,2022-05-09 04:05:00,[B@dedb5bf
SM-G780F,SM-G991B,0,"- , -",1:46 min,2022-05-09 02:00:00,[B@df49d8
SM-G780F,G8341,0,"55.71, 13.23",49:15 min,2022-05-09 01:17:00,[B@dfa30f0
SM-G780F,G8341,0,"55.72, 13.22",5:10 min,2022-05-09 11:59:00,[B@dfc4d27
SM-G991B,G8341,0,"55.71, 13.23",1:25 min,2022-05-09 08:35:00,[B@dff195e
SM-G780FSP1A.210812.016,SM-A700H,-90,"55.72, 13.22",13 sec,2022-05-10 05:23:00,[B@e01b517
Lenovo TB-X505F,SM-G780F,0,"- , -",1:57 min,2022-05-09 01:14:00,[B@e03cc32
SM-G991B,SM-A700H,-70,"- , -",35 sec,2022-05-09 01:07:00,[B@e0984a9
SM-G991BSP1A.210812.016,SM-G780F,-83,"55.72, 13.22",12 sec,2022-05-10 11:46:00,[B@e09c07f
Lenovo TB-X505F,SM-G991B,-64,"- , -",50 sec,2022-05-11 06:15:00,[B@e0d2353
Nokia 7.2RKQ1.210607.001,SM-G780F,-91,"- , -",14 sec,2022-05-12 10:56:00,[B@e0d6961
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",14 sec,2022-05-10 09:34:00,[B@e0e507e
SM-G991B,SM-G780F,0,"55.72, 13.21",25 sec,2022-05-09 09:45:00,[B@e10db1b
Nokia 7.2,SM-G780F,0,"55.72, 13.22",8:12 min,2022-04-27 05:42:00,[B@e178cd2
SM-G780FSP1A.210812.016,G8341,-86,"55.71, 13.23",14 sec,2022-05-11 01:55:00,[B@e17ce98
SM-G991BSP1A.210812.016,G8341,0,"55.71, 13.23",2:18 min,2022-05-11 06:13:00,[B@e1917eb
SM-G780F,SM-A515F,0,"55.72, 13.22",6:27 min,09/mei/22 09:27,[B@e288092
SM-G780FSP1A.210812.016,G8341,-86,"55.71, 13.23",32 sec,2022-05-11 01:55:00,[B@e2dc403
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"55.72, 13.22",2:20 min,2022-05-11 03:32:00,[B@e322df7
A's M31,SM-G991B,-15,"55.72, 13.22",30 sec,2022-05-09 09:07:00,[B@e3301dc
Lenovo TB-X505F,SM-G780F,0,"- , -",0 sec,2022-05-12 03:40:00,[B@e338242
Nokia 7.2,SM-G991B,0,"- , -",13 sec,2022-05-09 12:07:00,[B@e33a9f1
G8341,SM-G991B,-58,"55.72, 13.21",23 sec,2022-05-09 01:09:00,[B@e3c5f5f
Nokia 7.2,SM-G780F,-96,"55.72, 13.21",13 sec,2022-05-09 09:35:00,[B@e42543a
SM-G780F,Lenovo TB-X505F,0,"- , -",1:21 min,2022-05-09 10:05:00,[B@e4483e4
LIO-AL00HUAWEILIO-AL00,SM-G780F,0,"- , -",30 sec,2022-05-10 12:32:00,[B@e4963d2
Lenovo TB-X505F,G8341,-68,"55.71, 13.23",17 sec,2022-05-11 05:33:00,[B@e52960e
Lenovo TB-X505F,SM-G780F,0,"- , -",18 sec,2022-05-09 03:35:00,[B@e5d4dd6
Nokia 7.2,SM-G780F,0,"55.72, 13.22",10:13 min,2022-05-03 02:25:00,[B@e64b459
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.22",0 sec,2022-05-12 03:52:00,[B@e665960
SM-G991BSP1A.210812.016,SM-G780F,0,"- , -",13 sec,2022-05-10 01:03:00,[B@e6df93
Lenovo TB-X505F,G8341,-78,"55.71, 13.23",13 sec,2022-05-11 11:00:00,[B@e760756
SM-G780FSP1A.210812.016,SM-G991B,0,"55.72, 13.21",11:41 min,2022-05-12 10:22:00,[B@e790954
G834147.2.A.11.228,SM-G780F,0,"55.72, 13.22",33 sec,2022-05-12 03:58:00,[B@e7e38a1
Lenovo TB-X505F,SM-G991B,0,"55.72, 13.21",1:17 min,2022-05-12 07:52:00,[B@e86654b
SM-G991B,SM-G780F,0,"- , -",1:53 min,2022-05-09 08:49:00,[B@e88ca02
Lenovo TB-X505F,G8341,-76,"55.71, 13.23",18 sec,2022-05-11 11:02:00,[B@e88ff54
SM-G991BSP1A.210812.016,SM-G780F,0,"- , -",13 sec,2022-05-10 09:52:00,[B@e892924
SM-G991B,SM-G780F,0,"55.72, 13.22",22:00 min,2022-04-27 11:23:00,[B@e9059b7
SM-G780F,SM-G991B,0,"- , -",5:07 min,2022-05-09 11:38:00,[B@e93a492
SM-G991BSP1A.210812.016,Lenovo TB-X505F,0,"55.72, 13.22",29 sec,2022-05-11 03:56:00,[B@e97a888
SM-G780F,SM-G991B,0,"- , -",34 sec,2022-05-09 01:14:00,[B@e9a6234
SM-A700H,G8341,-88,"55.71, 13.23",27 sec,2022-05-09 01:10:00,[B@ea64718
Galaxy S20 FE de Marie,SM-G991B,0,"55.72, 13.22",13 sec,2022-05-09 09:42:00,[B@eab07b9
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",2:55 min,2022-05-10 09:48:00,[B@eaf828e
SM-G991BSP1A.210812.016,SM-G780F,-58,"- , -",13 sec,2022-05-10 11:17:00,[B@eb782b
Nokia 7.2RKQ1.210607.001,SM-G991B,0,"- , -",1:43 min,2022-05-11 06:13:00,[B@ebdc301
SM-G780FSP1A.210812.016,Lenovo TB-X505F,-35,"55.72, 13.22",33 sec,2022-05-11 03:30:00,[B@ec0d3b1
Nokia 7.2,SM-G780F,-30,"- , -",36 sec,2022-05-06 10:10:00,[B@ec279de
SM-G991B,SM-G991B,-48,"- , -",36 sec,2022-05-09 09:41:00,[B@ec8ce46
SM-G991BSP1A.210812.016,G8341,-58,"55.72, 13.22",41 sec,2022-05-12 10:37:00,[B@ec8f1fe
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"55.72, 13.22",1:55:49 hours,2022-05-10 10:08:00,[B@ed45768
SM-M315F,SM-G780F,0,"55.72, 13.22",3:47 min,2022-05-03 01:35:00,[B@ed5782c
Nokia 7.2,SM-G780F,0,"55.72, 13.22",18 sec,2022-05-03 01:34:00,[B@ed924ab
Lenovo TB-X505F,G8341,-80,"55.71, 13.23",39 sec,2022-05-11 10:57:00,[B@edc9ded
G834147.2.A.11.228,SM-G780F,-97,"- , -",28 sec,2022-05-10 09:52:00,[B@ee05dc9
Lenovo TB-X505F,SM-G991B,-42,"55.72, 13.22",2:43 min,2022-05-11 03:29:00,[B@ee1c912
Lenovo TB-X505F,SM-G991B,0,"55.72, 13.22",14:12 min,2022-05-11 04:01:00,[B@eea6b9e
Galaxy S20 FE de Marie,SM-G991B,0,"- , -",42 sec,2022-05-09 12:01:00,[B@efa09c9
Galaxy S20 FE de Marie,Lenovo TB-X505F,0,"- , -",25:49 min,2022-05-09 09:38:00,[B@f06ab
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.22",0 sec,2022-05-12 03:52:00,[B@f097184
LIO-AL00,SM-G780F,0,"- , -",15 sec,2022-05-09 12:14:00,[B@f0e3d3f
G8341,SM-G780F,0,"55.72, 13.21",34 sec,2022-05-09 09:34:00,[B@f1ace81
Lenovo TB-X505F,G8341,-73,"55.71, 13.23",17 sec,2022-05-11 11:03:00,[B@f1bf34a
G834147.2.A.11.228,SM-G780F,-64,"- , -",13 sec,2022-05-12 03:31:00,[B@f1c252e
Lenovo TB-X505F,G8341,-79,"55.71, 13.23",33 sec,2022-05-11 10:58:00,[B@f1c2dce
SM-G991BSP1A.210812.016,G8341,0,"55.71, 13.23",30:36 min,2022-05-11 06:23:00,[B@f1dbfa2
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"55.72, 13.22",26 sec,2022-05-12 10:50:00,[B@f1e6f95
